show_id,type,title,budget
s1346,Movie,The Swap,0
s1347,Movie,The Thirteenth Year,0
s1348,Movie,The Three Caballeros,0
s1349,Movie,The Three Musketeers,75000000
s1350,Movie,The Tigger Movie,30000000
s1351,Movie,The Tortoise and the Hare,32671
s1352,Movie,The Ugly Dachshund,0
s1353,Movie,The Ugly Duckling,0
s1354,Movie,The Ultimate Christmas Present,0
s1355,Movie,The Vanishing Prairie,0
s1356,Movie,The Wild,80000000
s1357,Movie,The Wise Little Hen,25990
s1358,Movie,The Wizards Return: Alex vs. Alex,0
s1359,TV Show,The World According to Jeff Goldblum,
s1360,Movie,Young Black Stallion,0
s1361,Movie,Three Blind Mouseketeers,0
s1362,Movie,Three Days,0
s1363,Movie,Three Little Pigs,15719
s1364,Movie,Three Little Wolves,0
s1365,Movie,Three Men and a Baby,0
s1366,Movie,3 Men and a Little Lady,0
s1367,Movie,Thru the Mirror,0
s1368,Movie,Tiger Cruise,0
s1369,Movie,The Nightmare Before Christmas,24000000
s1370,TV Show,Timon & Pumbaa,
s1371,Movie,Tin Toy,300000
s1372,Movie,Tinker Bell,48000000
s1373,Movie,Tinker Bell and the Great Fairy Rescue,0
s1374,Movie,Tinker Bell and the Lost Treasure,0
s1375,Movie,Titanic: 20 Years Later with James Cameron,0
s1376,Movie,Toby Tortoise Returns,0
s1377,Movie,Tom and Huck,0
s1378,Movie,Toy Story,30000000
s1379,Movie,Toy Story 2,90000000
s1380,Movie,Toy Story 3,200000000
s1381,Movie,Hawaiian Vacation,0
s1382,Movie,Partysaurus Rex,0
s1383,Movie,Small Fry,0
s1384,Movie,Trail of the Panda,0
s1385,Movie,Trailer Horn,0
s1386,Movie,Treasure Island,0
s1387,Movie,Treasure of Matecumbe,0
s1388,Movie,Treasure Planet,140000000
s1389,Movie,Tree Climbing Lions,0
s1390,Movie,Tron,17000000
s1391,Movie,Tru Confessions,0
s1392,Movie,Tuck Everlasting,15000000
s1393,Movie,Tugboat Mickey,0
s1394,Movie,Twas the Night,0
s1395,Movie,Twitches,20000000
s1396,Movie,Twitches Too,0
s1397,Movie,Unidentified Flying Oddball,5250000
s1398,Movie,Up,175000000
s1399,TV Show,"Up, Up And Away",
s1400,Movie,Valiant,35000000
s1401,Movie,Waking Sleeping Beauty,0
s1402,Movie,WALL·E,180000000
s1403,Movie,Wendy Wu: Homecoming Warrior,6000000
s1404,Movie,Whispers: An Elephant's Tale,0
s1405,Movie,White Fang,14000000
s1406,Movie,Who Framed Roger Rabbit,70000000
s1407,TV Show,Wild Yellowstone,
s1408,Movie,Winged Seduction: Birds of Paradise,0
s1409,Movie,Winnie the Pooh,30000000
s1410,Movie,Winnie the Pooh: A Very Merry Pooh Year,0
s1411,Movie,Winnie the Pooh: Springtime with Roo,0
s1412,Movie,Winter Storage,0
s1413,TV Show,Wizards of Waverly Place,
s1414,Movie,Wizards of Waverly Place: The Movie,0
s1415,TV Show,Wolverine and the X-Men,
s1416,Movie,World's Greatest Dogs,0
s1417,Movie,Wreck-It Ralph,165000000
s1418,TV Show,X-Men: Evolution,
s1419,Movie,Ye Olden Days,0
s1420,Movie,Yellowstone Cubs,0
s1421,Movie,You Lucky Dog,0
s1422,Movie,You Wish!,0
s1423,Movie,Your Friend the Rat,0
s1424,Movie,Z-O-M-B-I-E-S,0
s1425,Movie,Zapped,0
s1426,Movie,Zenon: Girl of the 21st Century,0
s1427,Movie,Zenon: The Zequel,0
s1428,Movie,Zenon: Z3,0
s1429,Movie,Zootopia,150000000
s1430,Movie,Bedknobs and Broomsticks,20000000
s1431,Movie,Blackbeard's Ghost,0
s1432,Movie,Brave Little Tailor,0
s1433,Movie,Justin Morgan Had a Horse,0
s1434,Movie,Lady and the Tramp II: Scamp's Adventure,0
s1435,TV Show,Smart Guy,
s1436,Movie,The Cat from Outer Space,0
s1437,Movie,The Great Mouse Detective,14000000
s1438,Movie,The Sword in the Stone,3000000
s1439,Movie,Those Calloways,0
s1440,TV Show,Kirby Buckets,
s1441,TV Show,MECH-X4,
s1442,TV Show,Imagination Movers,
s1443,Movie,Tomorrowland,190000000
s1444,Movie,Aquamarine,12000000
s1445,Movie,Ice Age: Dawn of the Dinosaurs,90000000
s1446,Movie,X-Men Origins: Wolverine,150000000
s1447,Movie,Night at the Museum: Battle of the Smithsonian,150000000
s1448,Movie,Eddie the Eagle,23000000
s1449,Movie,Bend It Like Beckham,3500159
s1450,Movie,Captain Sparky vs. The Flying Saucers,0
