show_id,type,title,release_year
s1257,Movie,The Black Cauldron,1985
s1258,Movie,The Black Hole,1979
s1259,Movie,The Blue Umbrella,2013
s1260,TV Show,The Book of Once Upon a Time,2014
s1261,TV Show,The Book of Pooh,2000
s1262,Movie,The Brave Little Toaster Goes to Mars,1998
s1263,Movie,The Castaway Cowboy,1974
s1264,Movie,The Cheetah Girls,2003
s1265,Movie,The Cheetah Girls 2,2006
s1266,Movie,The Cheetah Girls: One World,2008
s1267,Movie,The Christmas Star,1986
s1268,Movie,The Chronicles of Narnia: Prince Caspian,2008
s1269,Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005
s1270,Movie,The Color of Friendship,2000
s1271,Movie,The Computer Wore Tennis Shoes,1969
s1272,Movie,The Country Bears,2002
s1273,Movie,The Emperor's New Groove,2000
s1274,Movie,The Even Stevens Movie,2003
s1275,Movie,The Flood,2018
s1276,Movie,The Fox and the Hound,1981
s1277,Movie,The Fox and the Hound 2,2006
s1278,Movie,The Game Plan,2007
s1279,Movie,The Ghosts of Buxley Hall,1980
s1280,Movie,The Goddess of Spring,1934
s1281,Movie,The Golden Touch,1935
s1282,Movie,The Good Dinosaur,2015
s1283,Movie,The Great Muppet Caper,1981
s1284,Movie,The Greatest Game Ever Played,2005
s1285,Movie,The Haunted Mansion,2003
s1286,Movie,The Hockey Champ,1939
s1287,Movie,The Hunchback of Notre Dame,1996
s1288,Movie,The Hunchback of Notre Dame II,2002
s1289,TV Show,The Imagineering Story,2019
s1290,Movie,The Incredible Journey,1963
s1291,Movie,The Incredibles,2004
s1292,Movie,The Journey of Natty Gann,1985
s1293,Movie,The Jungle Book 2,2003
s1294,Movie,The Jungle Book: Mowgli's Story,1998
s1295,Movie,The Legend of Mor'du,2012
s1296,Movie,The Lion King 1 1/2,2004
s1297,Movie,The Lion King 2: Simba's Pride,1998
s1298,Movie,The Little Mermaid,1989
s1299,Movie,The Little Mermaid II:  Return to the Sea,2000
s1300,Movie,The Little Mermaid:  Ariel's Beginning,2008
s1301,Movie,The Little Whirlwind,1941
s1302,Movie,The Living Desert,1953
s1303,Movie,The Lizzie McGuire Movie,2003
s1304,Movie,The Lost Tomb of Alexander the Great,2019
s1305,Movie,The Love Bug (1969),1969
s1306,Movie,The Many Adventures of Winnie the Pooh,1977
s1307,Movie,The Million Dollar Duck,1971
s1308,Movie,The Mistle-Tones,2012
s1309,Movie,The Muppet Christmas Carol,1992
s1310,Movie,The Muppet Movie,1979
s1311,Movie,The Muppets,2011
s1312,TV Show,The Muppets (Series),2015
s1313,TV Show,The New Adventures of Winnie the Pooh,1988
s1314,Movie,The Old Mill,1937
s1315,Movie,The Olympic Champ,1942
s1316,Movie,The Parent Trap,1998
s1317,Movie,The Parent Trap (1961),1961
s1318,Movie,The Pied Piper,1933
s1319,Movie,The Plausible Impossible (Disneyland: 1954-58),1956
s1320,Movie,The Poof Point,2001
s1321,Movie,The Prince and the Pauper,1962
s1322,Movie,The Princess and the Frog,2009
s1323,Movie,The Princess Diaries,2001
s1324,Movie,The Princess Diaries 2: Royal Engagement,2004
s1325,Movie,The Proud Family Movie,2005
s1326,Movie,The Reluctant Dragon,1941
s1327,TV Show,The Replacements,2006
s1328,Movie,The Rescuers,1977
s1329,Movie,The Rescuers Down Under,1990
s1330,Movie,The Rookie,2002
s1331,Movie,The Santa Clause,1994
s1332,Movie,The Santa Clause 2,2002
s1333,Movie,The Santa Clause 3: The Escape Clause,2006
s1334,Movie,The Scream Team,2002
s1335,Movie,The Secret of the Magic Gourd,2009
s1336,Movie,The Shaggy D.A.,1976
s1337,Movie,The Shaggy Dog,1959
s1338,Movie,The Sign of Zorro,1960
s1339,Movie,The Simple Things,1953
s1340,Movie,The Sound of Music,1965
s1341,Movie,The Story of Robin Hood And His Merrie Men,1952
s1342,Movie,The Strongest Man in the World,1975
s1343,Movie,The Suite Life Movie,2011
s1344,TV Show,The Suite Life of Zack & Cody,2004
s1345,TV Show,The Suite Life On Deck,2008
s1346,Movie,The Swap,2016
s1347,Movie,The Thirteenth Year,1999
s1348,Movie,The Three Caballeros,1945
s1349,Movie,The Three Musketeers,1993
s1350,Movie,The Tigger Movie,2000
s1351,Movie,The Tortoise and the Hare,1935
s1352,Movie,The Ugly Dachshund,1966
s1353,Movie,The Ugly Duckling,1939
s1354,Movie,The Ultimate Christmas Present,2000
s1355,Movie,The Vanishing Prairie,1954
s1356,Movie,The Wild,2006
s1357,Movie,The Wise Little Hen,1934
s1358,Movie,The Wizards Return: Alex vs. Alex,2013
s1359,TV Show,The World According to Jeff Goldblum,2019
s1360,Movie,The Young Black Stallion,2003
s1361,Movie,Three Blind Mouseketeers,1936
s1362,Movie,Three Days,2001
s1363,Movie,Three Little Pigs,1933
s1364,Movie,Three Little Wolves,1936
s1365,Movie,Three Men and a Baby,1987
s1366,Movie,Three Men and a Little Lady,1990
s1367,Movie,Thru the Mirror,1936
s1368,Movie,Tiger Cruise,2004
s1369,Movie,Tim Burton’s The Nightmare Before Christmas,1993
s1370,TV Show,Timon & Pumbaa,1995
s1371,Movie,Tin Toy,1988
s1372,Movie,Tinker Bell,2008
s1373,Movie,Tinker Bell and the Great Fairy Rescue,2010
s1374,Movie,Tinker Bell and the Lost Treasure,2009
s1375,Movie,Titanic: 20 Years Later With James Cameron,2017
s1376,Movie,Toby Tortoise Returns,1936
s1377,Movie,Tom and Huck,1995
s1378,Movie,Toy Story,1995
s1379,Movie,Toy Story 2,1999
s1380,Movie,Toy Story 3,2010
s1381,Movie,Toy Story Toons: Hawaiian Vacation,2011
s1382,Movie,Toy Story Toons: Partysaurus Rex,2012
s1383,Movie,Toy Story Toons: Small Fry,2011
s1384,Movie,Trail of the Panda,2009
s1385,Movie,Trailer Horn,1950
s1386,Movie,Treasure Island,1950
s1387,Movie,Treasure of Matecumbe,1976
s1388,Movie,Treasure Planet,2002
s1389,Movie,Tree Climbing Lions,2018
s1390,Movie,Tron,1982
s1391,Movie,Tru Confessions,2002
s1392,Movie,Tuck Everlasting,2002
s1393,Movie,Tugboat Mickey,1940
s1394,Movie,Twas the Night,2001
s1395,Movie,Twitches,2005
s1396,Movie,Twitches Too,2007
s1397,Movie,Unidentified Flying Oddball,1979
s1398,Movie,Up,2009
s1399,Movie,"Up, Up and Away",2000
s1400,Movie,Valiant,2005
s1401,Movie,Waking Sleeping Beauty,2010
s1402,Movie,WALL-E,2008
s1403,Movie,Wendy Wu: Homecoming Warrior,2006
s1404,Movie,Whispers: An Elephant's Tale,2000
s1405,Movie,White Fang,1991
s1406,Movie,Who Framed Roger Rabbit,1988
s1407,TV Show,Wild Yellowstone,2015
s1408,Movie,Winged Seduction: Birds of Paradise,2012
s1409,Movie,Winnie the Pooh,2011
s1410,Movie,Winnie the Pooh: A Very Merry Pooh Year,2002
s1411,Movie,Winnie the Pooh: Springtime with Roo,2004
s1412,Movie,Winter Storage,1949
s1413,TV Show,Wizards of Waverly Place,2007
s1414,Movie,Wizards of Waverly Place: The Movie,2009
s1415,TV Show,Wolverine and The X-Men,2008
s1416,Movie,World's Greatest Dogs,2015
s1417,Movie,Wreck-It Ralph,2012
s1418,TV Show,X-Men: Evolution,2000
s1419,Movie,Ye Olden Days,1933
s1420,Movie,Yellowstone Cubs,1963
s1421,Movie,You Lucky Dog,1998
s1422,Movie,You Wish!,2003
s1423,Movie,Your Friend the Rat,2007
s1424,Movie,Z-O-M-B-I-E-S,2018
s1425,Movie,Zapped,2014
s1426,Movie,Zenon: Girl of the 21st Century,1999
s1427,Movie,Zenon: The Zequel,2001
s1428,Movie,Zenon: Z3,2004
s1429,Movie,Zootopia,2016
s1430,Movie,Bedknobs and Broomsticks,1971
s1431,Movie,Blackbeard's Ghost,1968
s1432,Movie,Brave Little Tailor,1938
s1433,Movie,Justin Morgan had a Horse,1972
s1434,Movie,Lady and the Tramp II: Scamp's Adventure,2001
s1435,TV Show,Smart Guy,1996
s1436,Movie,The Cat from Outer Space,1978
s1437,Movie,The Great Mouse Detective,1986
s1438,Movie,The Sword in the Stone,1963
s1439,Movie,Those Calloways,1965
s1440,TV Show,Disney Kirby Buckets,2014
s1441,TV Show,Disney Mech-X4,2016
s1442,TV Show,Imagination Movers,2008
s1443,Movie,Tomorrowland,2015
s1444,Movie,Aquamarine,2006
s1445,Movie,Ice Age: Dawn Of The Dinosaurs,2009
s1446,Movie,X-Men Origins: Wolverine,2009
s1447,Movie,Night at the Museum: Battle of the Smithsonian,2009
s1448,Movie,Eddie the Eagle,2016
s1449,Movie,Bend It Like Beckham,2003
s1450,Movie,Captain Sparky vs. The Flying Saucers,2012
